,TIME_PERIOD,FREQUENCY,INDICATOR,value,missing,anomaly
3465,2013-10-14,D,effective_federal_funds_rate,,True,True
3466,2013-10-15,D,effective_federal_funds_rate,0.1,False,False
3467,2013-10-16,D,effective_federal_funds_rate,0.11,False,False
3468,2013-10-17,D,effective_federal_funds_rate,0.1,False,False
3469,2013-10-18,D,effective_federal_funds_rate,0.1,False,False
3470,2013-10-21,D,effective_federal_funds_rate,0.09,False,False
3471,2013-10-22,D,effective_federal_funds_rate,0.08,False,False
3472,2013-10-23,D,effective_federal_funds_rate,0.08,False,False
3473,2013-10-24,D,effective_federal_funds_rate,0.08,False,False
3474,2013-10-25,D,effective_federal_funds_rate,0.08,False,False
3475,2013-10-28,D,effective_federal_funds_rate,0.08,False,False
3476,2013-10-29,D,effective_federal_funds_rate,0.08,False,False
3477,2013-10-30,D,effective_federal_funds_rate,0.08,False,False
3478,2013-10-31,D,effective_federal_funds_rate,0.07,False,False
3479,2013-11-01,D,effective_federal_funds_rate,0.08,False,False
3480,2013-11-04,D,effective_federal_funds_rate,0.08,False,False
3481,2013-11-05,D,effective_federal_funds_rate,0.08,False,False
3482,2013-11-06,D,effective_federal_funds_rate,0.08,False,False
3483,2013-11-07,D,effective_federal_funds_rate,0.08,False,False
3484,2013-11-08,D,effective_federal_funds_rate,0.08,False,False
3485,2013-11-11,D,effective_federal_funds_rate,,True,True
3486,2013-11-12,D,effective_federal_funds_rate,0.08,False,False
3487,2013-11-13,D,effective_federal_funds_rate,0.08,False,False
3488,2013-11-14,D,effective_federal_funds_rate,0.09,False,False
3489,2013-11-15,D,effective_federal_funds_rate,0.09,False,False
3490,2013-11-18,D,effective_federal_funds_rate,0.09,False,False
3491,2013-11-19,D,effective_federal_funds_rate,0.09,False,False
3492,2013-11-20,D,effective_federal_funds_rate,0.09,False,False
3493,2013-11-21,D,effective_federal_funds_rate,0.09,False,False
3494,2013-11-22,D,effective_federal_funds_rate,0.09,False,False
3495,2013-11-25,D,effective_federal_funds_rate,0.09,False,False
3496,2013-11-26,D,effective_federal_funds_rate,0.09,False,False
3497,2013-11-27,D,effective_federal_funds_rate,0.09,False,False
3498,2013-11-28,D,effective_federal_funds_rate,,True,True
3499,2013-11-29,D,effective_federal_funds_rate,0.07,False,False
3500,2013-12-02,D,effective_federal_funds_rate,0.09,False,False
3501,2013-12-03,D,effective_federal_funds_rate,0.09,False,False
3502,2013-12-04,D,effective_federal_funds_rate,0.09,False,False
3503,2013-12-05,D,effective_federal_funds_rate,0.09,False,False
3504,2013-12-06,D,effective_federal_funds_rate,0.09,False,False
3505,2013-12-09,D,effective_federal_funds_rate,0.09,False,False
3506,2013-12-10,D,effective_federal_funds_rate,0.09,False,False
3507,2013-12-11,D,effective_federal_funds_rate,0.08,False,False
3508,2013-12-12,D,effective_federal_funds_rate,0.09,False,False
3509,2013-12-13,D,effective_federal_funds_rate,0.08,False,False
3510,2013-12-16,D,effective_federal_funds_rate,0.09,False,False
3511,2013-12-17,D,effective_federal_funds_rate,0.09,False,False
3512,2013-12-18,D,effective_federal_funds_rate,0.09,False,False
3513,2013-12-19,D,effective_federal_funds_rate,0.09,False,False
3514,2013-12-20,D,effective_federal_funds_rate,0.09,False,False
3515,2013-12-23,D,effective_federal_funds_rate,0.09,False,False
3516,2013-12-24,D,effective_federal_funds_rate,0.08,False,False
3517,2013-12-25,D,effective_federal_funds_rate,,True,True
3518,2013-12-26,D,effective_federal_funds_rate,0.08,False,False
3519,2013-12-27,D,effective_federal_funds_rate,0.08,False,False
3520,2013-12-30,D,effective_federal_funds_rate,0.08,False,False
3521,2013-12-31,D,effective_federal_funds_rate,0.07,False,False
3522,2014-01-01,D,effective_federal_funds_rate,,True,True
3523,2014-01-02,D,effective_federal_funds_rate,0.08,False,False
3524,2014-01-03,D,effective_federal_funds_rate,0.08,False,False
3525,2014-01-06,D,effective_federal_funds_rate,0.08,False,False
3526,2014-01-07,D,effective_federal_funds_rate,0.07,False,False
3527,2014-01-08,D,effective_federal_funds_rate,0.07,False,False
3528,2014-01-09,D,effective_federal_funds_rate,0.07,False,False
3529,2014-01-10,D,effective_federal_funds_rate,0.07,False,False
3530,2014-01-13,D,effective_federal_funds_rate,0.07,False,False
3531,2014-01-14,D,effective_federal_funds_rate,0.07,False,False
3532,2014-01-15,D,effective_federal_funds_rate,0.07,False,False
3533,2014-01-16,D,effective_federal_funds_rate,0.07,False,False
3534,2014-01-17,D,effective_federal_funds_rate,0.07,False,False
3535,2014-01-20,D,effective_federal_funds_rate,,True,True
3536,2014-01-21,D,effective_federal_funds_rate,0.07,False,False
3537,2014-01-22,D,effective_federal_funds_rate,0.07,False,False
3538,2014-01-23,D,effective_federal_funds_rate,0.07,False,False
3539,2014-01-24,D,effective_federal_funds_rate,0.07,False,False
3540,2014-01-27,D,effective_federal_funds_rate,0.07,False,False
3541,2014-01-28,D,effective_federal_funds_rate,0.07,False,False
3542,2014-01-29,D,effective_federal_funds_rate,0.07,False,False
3543,2014-01-30,D,effective_federal_funds_rate,0.07,False,False
3544,2014-01-31,D,effective_federal_funds_rate,0.07,False,False
3545,2014-02-03,D,effective_federal_funds_rate,0.07,False,False
3546,2014-02-04,D,effective_federal_funds_rate,0.07,False,False
3547,2014-02-05,D,effective_federal_funds_rate,0.07,False,False
3548,2014-02-06,D,effective_federal_funds_rate,0.07,False,False
3549,2014-02-07,D,effective_federal_funds_rate,0.06,False,False
3550,2014-02-10,D,effective_federal_funds_rate,0.07,False,False
3551,2014-02-11,D,effective_federal_funds_rate,0.06,False,False
3552,2014-02-12,D,effective_federal_funds_rate,0.07,False,False
3553,2014-02-13,D,effective_federal_funds_rate,0.06,False,False
3554,2014-02-14,D,effective_federal_funds_rate,0.06,False,False
3555,2014-02-17,D,effective_federal_funds_rate,,True,True
3556,2014-02-18,D,effective_federal_funds_rate,0.07,False,False
3557,2014-02-19,D,effective_federal_funds_rate,0.07,False,False
3558,2014-02-20,D,effective_federal_funds_rate,0.07,False,False
3559,2014-02-21,D,effective_federal_funds_rate,0.07,False,False
3560,2014-02-24,D,effective_federal_funds_rate,0.07,False,False
3561,2014-02-25,D,effective_federal_funds_rate,0.07,False,False
3562,2014-02-26,D,effective_federal_funds_rate,0.07,False,False
3563,2014-02-27,D,effective_federal_funds_rate,0.07,False,False
3564,2014-02-28,D,effective_federal_funds_rate,0.06,False,False
3565,2014-03-03,D,effective_federal_funds_rate,0.07,False,False
3566,2014-03-04,D,effective_federal_funds_rate,0.07,False,False
3567,2014-03-05,D,effective_federal_funds_rate,0.08,False,False
3568,2014-03-06,D,effective_federal_funds_rate,0.08,False,False
3569,2014-03-07,D,effective_federal_funds_rate,0.08,False,False
3570,2014-03-10,D,effective_federal_funds_rate,0.08,False,False
3571,2014-03-11,D,effective_federal_funds_rate,0.08,False,False
3572,2014-03-12,D,effective_federal_funds_rate,0.08,False,False
3573,2014-03-13,D,effective_federal_funds_rate,0.08,False,False
3574,2014-03-14,D,effective_federal_funds_rate,0.08,False,False
3575,2014-03-17,D,effective_federal_funds_rate,0.08,False,False
3576,2014-03-18,D,effective_federal_funds_rate,0.08,False,False
3577,2014-03-19,D,effective_federal_funds_rate,0.08,False,False
3578,2014-03-20,D,effective_federal_funds_rate,0.08,False,False
3579,2014-03-21,D,effective_federal_funds_rate,0.08,False,False
3580,2014-03-24,D,effective_federal_funds_rate,0.09,False,False
3581,2014-03-25,D,effective_federal_funds_rate,0.09,False,False
3582,2014-03-26,D,effective_federal_funds_rate,0.08,False,False
3583,2014-03-27,D,effective_federal_funds_rate,0.08,False,False
3584,2014-03-28,D,effective_federal_funds_rate,0.08,False,False
3585,2014-03-31,D,effective_federal_funds_rate,0.06,False,False
3586,2014-04-01,D,effective_federal_funds_rate,0.08,False,False
3587,2014-04-02,D,effective_federal_funds_rate,0.09,False,False
3588,2014-04-03,D,effective_federal_funds_rate,0.08,False,False
3589,2014-04-04,D,effective_federal_funds_rate,0.08,False,False
3590,2014-04-07,D,effective_federal_funds_rate,0.09,False,False
3591,2014-04-08,D,effective_federal_funds_rate,0.08,False,False
3592,2014-04-09,D,effective_federal_funds_rate,0.08,False,False
3593,2014-04-10,D,effective_federal_funds_rate,0.08,False,False
3594,2014-04-11,D,effective_federal_funds_rate,0.09,False,False
3595,2014-04-14,D,effective_federal_funds_rate,0.09,False,False
3596,2014-04-15,D,effective_federal_funds_rate,0.1,False,False
3597,2014-04-16,D,effective_federal_funds_rate,0.09,False,False
3598,2014-04-17,D,effective_federal_funds_rate,0.09,False,False
3599,2014-04-18,D,effective_federal_funds_rate,0.1,False,False
3600,2014-04-21,D,effective_federal_funds_rate,0.1,False,False
3601,2014-04-22,D,effective_federal_funds_rate,0.1,False,False
3602,2014-04-23,D,effective_federal_funds_rate,0.1,False,False
3603,2014-04-24,D,effective_federal_funds_rate,0.1,False,False
3604,2014-04-25,D,effective_federal_funds_rate,0.09,False,False
3605,2014-04-28,D,effective_federal_funds_rate,0.09,False,False
3606,2014-04-29,D,effective_federal_funds_rate,0.1,False,False
3607,2014-04-30,D,effective_federal_funds_rate,0.09,False,False
3608,2014-05-01,D,effective_federal_funds_rate,0.09,False,False
3609,2014-05-02,D,effective_federal_funds_rate,0.09,False,False
3610,2014-05-05,D,effective_federal_funds_rate,0.09,False,False
3611,2014-05-06,D,effective_federal_funds_rate,0.09,False,False
3612,2014-05-07,D,effective_federal_funds_rate,0.08,False,False
3613,2014-05-08,D,effective_federal_funds_rate,0.08,False,False
3614,2014-05-09,D,effective_federal_funds_rate,0.08,False,False
3615,2014-05-12,D,effective_federal_funds_rate,0.08,False,False
3616,2014-05-13,D,effective_federal_funds_rate,0.09,False,False
3617,2014-05-14,D,effective_federal_funds_rate,0.08,False,False
3618,2014-05-15,D,effective_federal_funds_rate,0.09,False,False
3619,2014-05-16,D,effective_federal_funds_rate,0.09,False,False
3620,2014-05-19,D,effective_federal_funds_rate,0.09,False,False
3621,2014-05-20,D,effective_federal_funds_rate,0.09,False,False
3622,2014-05-21,D,effective_federal_funds_rate,0.09,False,False
3623,2014-05-22,D,effective_federal_funds_rate,0.09,False,False
3624,2014-05-23,D,effective_federal_funds_rate,0.09,False,False
3625,2014-05-26,D,effective_federal_funds_rate,,True,True
3626,2014-05-27,D,effective_federal_funds_rate,0.09,False,False
3627,2014-05-28,D,effective_federal_funds_rate,0.09,False,False
3628,2014-05-29,D,effective_federal_funds_rate,0.09,False,False
3629,2014-05-30,D,effective_federal_funds_rate,0.08,False,False
3630,2014-06-02,D,effective_federal_funds_rate,0.09,False,False
3631,2014-06-03,D,effective_federal_funds_rate,0.1,False,False
3632,2014-06-04,D,effective_federal_funds_rate,0.09,False,False
3633,2014-06-05,D,effective_federal_funds_rate,0.09,False,False
3634,2014-06-06,D,effective_federal_funds_rate,0.09,False,False
3635,2014-06-09,D,effective_federal_funds_rate,0.09,False,False
3636,2014-06-10,D,effective_federal_funds_rate,0.09,False,False
3637,2014-06-11,D,effective_federal_funds_rate,0.09,False,False
3638,2014-06-12,D,effective_federal_funds_rate,0.09,False,False
3639,2014-06-13,D,effective_federal_funds_rate,0.1,False,False
3640,2014-06-16,D,effective_federal_funds_rate,0.1,False,False
3641,2014-06-17,D,effective_federal_funds_rate,0.1,False,False
3642,2014-06-18,D,effective_federal_funds_rate,0.1,False,False
3643,2014-06-19,D,effective_federal_funds_rate,0.1,False,False
3644,2014-06-20,D,effective_federal_funds_rate,0.1,False,False
3645,2014-06-23,D,effective_federal_funds_rate,0.1,False,False
3646,2014-06-24,D,effective_federal_funds_rate,0.1,False,False
3647,2014-06-25,D,effective_federal_funds_rate,0.1,False,False
3648,2014-06-26,D,effective_federal_funds_rate,0.1,False,False
3649,2014-06-27,D,effective_federal_funds_rate,0.1,False,False
3650,2014-06-30,D,effective_federal_funds_rate,0.09,False,False
3651,2014-07-01,D,effective_federal_funds_rate,0.1,False,False
3652,2014-07-02,D,effective_federal_funds_rate,0.1,False,False
3653,2014-07-03,D,effective_federal_funds_rate,0.09,False,False
3654,2014-07-04,D,effective_federal_funds_rate,,True,True
3655,2014-07-07,D,effective_federal_funds_rate,0.1,False,False
3656,2014-07-08,D,effective_federal_funds_rate,0.09,False,False
3657,2014-07-09,D,effective_federal_funds_rate,0.09,False,False
3658,2014-07-10,D,effective_federal_funds_rate,0.09,False,False
3659,2014-07-11,D,effective_federal_funds_rate,0.09,False,False
3660,2014-07-14,D,effective_federal_funds_rate,0.09,False,False
3661,2014-07-15,D,effective_federal_funds_rate,0.09,False,False
3662,2014-07-16,D,effective_federal_funds_rate,0.09,False,False
3663,2014-07-17,D,effective_federal_funds_rate,0.09,False,False
3664,2014-07-18,D,effective_federal_funds_rate,0.09,False,False
3665,2014-07-21,D,effective_federal_funds_rate,0.1,False,False
3666,2014-07-22,D,effective_federal_funds_rate,0.09,False,False
3667,2014-07-23,D,effective_federal_funds_rate,0.09,False,False
3668,2014-07-24,D,effective_federal_funds_rate,0.09,False,False
3669,2014-07-25,D,effective_federal_funds_rate,0.09,False,False
3670,2014-07-28,D,effective_federal_funds_rate,0.09,False,False
3671,2014-07-29,D,effective_federal_funds_rate,0.09,False,False
3672,2014-07-30,D,effective_federal_funds_rate,0.09,False,False
3673,2014-07-31,D,effective_federal_funds_rate,0.08,False,False
3674,2014-08-01,D,effective_federal_funds_rate,0.09,False,False
3675,2014-08-04,D,effective_federal_funds_rate,0.09,False,False
3676,2014-08-05,D,effective_federal_funds_rate,0.09,False,False
3677,2014-08-06,D,effective_federal_funds_rate,0.09,False,False
3678,2014-08-07,D,effective_federal_funds_rate,0.09,False,False
3679,2014-08-08,D,effective_federal_funds_rate,0.09,False,False
3680,2014-08-11,D,effective_federal_funds_rate,0.09,False,False
3681,2014-08-12,D,effective_federal_funds_rate,0.09,False,False
3682,2014-08-13,D,effective_federal_funds_rate,0.09,False,False
3683,2014-08-14,D,effective_federal_funds_rate,0.09,False,False
3684,2014-08-15,D,effective_federal_funds_rate,0.09,False,False
3685,2014-08-18,D,effective_federal_funds_rate,0.09,False,False
3686,2014-08-19,D,effective_federal_funds_rate,0.09,False,False
3687,2014-08-20,D,effective_federal_funds_rate,0.09,False,False
3688,2014-08-21,D,effective_federal_funds_rate,0.09,False,False
3689,2014-08-22,D,effective_federal_funds_rate,0.09,False,False
3690,2014-08-25,D,effective_federal_funds_rate,0.09,False,False
3691,2014-08-26,D,effective_federal_funds_rate,0.09,False,False
3692,2014-08-27,D,effective_federal_funds_rate,0.09,False,False
3693,2014-08-28,D,effective_federal_funds_rate,0.09,False,False
3694,2014-08-29,D,effective_federal_funds_rate,0.07,False,False
3695,2014-09-01,D,effective_federal_funds_rate,,True,True
3696,2014-09-02,D,effective_federal_funds_rate,0.09,False,False
3697,2014-09-03,D,effective_federal_funds_rate,0.09,False,False
3698,2014-09-04,D,effective_federal_funds_rate,0.09,False,False
3699,2014-09-05,D,effective_federal_funds_rate,0.09,False,False
3700,2014-09-08,D,effective_federal_funds_rate,0.09,False,False
3701,2014-09-09,D,effective_federal_funds_rate,0.09,False,False
3702,2014-09-10,D,effective_federal_funds_rate,0.09,False,False
3703,2014-09-11,D,effective_federal_funds_rate,0.09,False,False
3704,2014-09-12,D,effective_federal_funds_rate,0.09,False,False
3705,2014-09-15,D,effective_federal_funds_rate,0.09,False,False
3706,2014-09-16,D,effective_federal_funds_rate,0.09,False,False
3707,2014-09-17,D,effective_federal_funds_rate,0.09,False,False
3708,2014-09-18,D,effective_federal_funds_rate,0.09,False,False
3709,2014-09-19,D,effective_federal_funds_rate,0.09,False,False
3710,2014-09-22,D,effective_federal_funds_rate,0.09,False,False
3711,2014-09-23,D,effective_federal_funds_rate,0.09,False,False
3712,2014-09-24,D,effective_federal_funds_rate,0.09,False,False
3713,2014-09-25,D,effective_federal_funds_rate,0.09,False,False
3714,2014-09-26,D,effective_federal_funds_rate,0.09,False,False
3715,2014-09-29,D,effective_federal_funds_rate,0.08,False,False
3716,2014-09-30,D,effective_federal_funds_rate,0.07,False,False
3717,2014-10-01,D,effective_federal_funds_rate,0.09,False,False
3718,2014-10-02,D,effective_federal_funds_rate,0.09,False,False
3719,2014-10-03,D,effective_federal_funds_rate,0.09,False,False
3720,2014-10-06,D,effective_federal_funds_rate,0.09,False,False
3721,2014-10-07,D,effective_federal_funds_rate,0.09,False,False
3722,2014-10-08,D,effective_federal_funds_rate,0.09,False,False
3723,2014-10-09,D,effective_federal_funds_rate,0.08,False,False
3724,2014-10-10,D,effective_federal_funds_rate,0.09,False,False
3725,2014-10-13,D,effective_federal_funds_rate,,True,True
3726,2014-10-14,D,effective_federal_funds_rate,0.09,False,False
3727,2014-10-15,D,effective_federal_funds_rate,0.09,False,False
3728,2014-10-16,D,effective_federal_funds_rate,0.09,False,False
3729,2014-10-17,D,effective_federal_funds_rate,0.09,False,False
3730,2014-10-20,D,effective_federal_funds_rate,0.09,False,False
3731,2014-10-21,D,effective_federal_funds_rate,0.09,False,False
3732,2014-10-22,D,effective_federal_funds_rate,0.09,False,False
3733,2014-10-23,D,effective_federal_funds_rate,0.09,False,False
3734,2014-10-24,D,effective_federal_funds_rate,0.09,False,False
3735,2014-10-27,D,effective_federal_funds_rate,0.09,False,False
3736,2014-10-28,D,effective_federal_funds_rate,0.09,False,False
3737,2014-10-29,D,effective_federal_funds_rate,0.09,False,False
3738,2014-10-30,D,effective_federal_funds_rate,0.09,False,False
3739,2014-10-31,D,effective_federal_funds_rate,0.07,False,False
3740,2014-11-03,D,effective_federal_funds_rate,0.09,False,False
3741,2014-11-04,D,effective_federal_funds_rate,0.1,False,False
3742,2014-11-05,D,effective_federal_funds_rate,0.09,False,False
3743,2014-11-06,D,effective_federal_funds_rate,0.09,False,False
3744,2014-11-07,D,effective_federal_funds_rate,0.09,False,False
3745,2014-11-10,D,effective_federal_funds_rate,0.09,False,False
3746,2014-11-11,D,effective_federal_funds_rate,,True,True
3747,2014-11-12,D,effective_federal_funds_rate,0.09,False,False
3748,2014-11-13,D,effective_federal_funds_rate,0.09,False,False
3749,2014-11-14,D,effective_federal_funds_rate,0.09,False,False
3750,2014-11-17,D,effective_federal_funds_rate,0.1,False,False
3751,2014-11-18,D,effective_federal_funds_rate,0.11,False,False
3752,2014-11-19,D,effective_federal_funds_rate,0.1,False,False
3753,2014-11-20,D,effective_federal_funds_rate,0.1,False,False
3754,2014-11-21,D,effective_federal_funds_rate,0.1,False,False
3755,2014-11-24,D,effective_federal_funds_rate,0.1,False,False
3756,2014-11-25,D,effective_federal_funds_rate,0.1,False,False
3757,2014-11-26,D,effective_federal_funds_rate,0.1,False,False
3758,2014-11-27,D,effective_federal_funds_rate,,True,True
3759,2014-11-28,D,effective_federal_funds_rate,0.08,False,False
3760,2014-12-01,D,effective_federal_funds_rate,0.13,False,True
3761,2014-12-02,D,effective_federal_funds_rate,0.12,False,False
3762,2014-12-03,D,effective_federal_funds_rate,0.12,False,False
3763,2014-12-04,D,effective_federal_funds_rate,0.12,False,False
3764,2014-12-05,D,effective_federal_funds_rate,0.12,False,False
3765,2014-12-08,D,effective_federal_funds_rate,0.12,False,False
3766,2014-12-09,D,effective_federal_funds_rate,0.12,False,False
3767,2014-12-10,D,effective_federal_funds_rate,0.12,False,False
3768,2014-12-11,D,effective_federal_funds_rate,0.12,False,False
3769,2014-12-12,D,effective_federal_funds_rate,0.12,False,False
3770,2014-12-15,D,effective_federal_funds_rate,0.11,False,False
3771,2014-12-16,D,effective_federal_funds_rate,0.12,False,False
3772,2014-12-17,D,effective_federal_funds_rate,0.13,False,False
3773,2014-12-18,D,effective_federal_funds_rate,0.13,False,False
3774,2014-12-19,D,effective_federal_funds_rate,0.13,False,False
3775,2014-12-22,D,effective_federal_funds_rate,0.13,False,False
3776,2014-12-23,D,effective_federal_funds_rate,0.13,False,False
3777,2014-12-24,D,effective_federal_funds_rate,0.13,False,False
3778,2014-12-25,D,effective_federal_funds_rate,,True,True
3779,2014-12-26,D,effective_federal_funds_rate,0.13,False,False
3780,2014-12-29,D,effective_federal_funds_rate,0.13,False,False
3781,2014-12-30,D,effective_federal_funds_rate,0.13,False,False
3782,2014-12-31,D,effective_federal_funds_rate,0.06,False,True
3783,2015-01-01,D,effective_federal_funds_rate,,True,True
3784,2015-01-02,D,effective_federal_funds_rate,0.12,False,False
3785,2015-01-05,D,effective_federal_funds_rate,0.12,False,False
3786,2015-01-06,D,effective_federal_funds_rate,0.12,False,False
3787,2015-01-07,D,effective_federal_funds_rate,0.12,False,False
3788,2015-01-08,D,effective_federal_funds_rate,0.12,False,False
3789,2015-01-09,D,effective_federal_funds_rate,0.12,False,False
3790,2015-01-12,D,effective_federal_funds_rate,0.12,False,False
3791,2015-01-13,D,effective_federal_funds_rate,0.12,False,False
3792,2015-01-14,D,effective_federal_funds_rate,0.12,False,False
3793,2015-01-15,D,effective_federal_funds_rate,0.12,False,False
3794,2015-01-16,D,effective_federal_funds_rate,0.13,False,False
3795,2015-01-19,D,effective_federal_funds_rate,,True,True
3796,2015-01-20,D,effective_federal_funds_rate,0.12,False,False
3797,2015-01-21,D,effective_federal_funds_rate,0.12,False,False
3798,2015-01-22,D,effective_federal_funds_rate,0.12,False,False
3799,2015-01-23,D,effective_federal_funds_rate,0.12,False,False
3800,2015-01-26,D,effective_federal_funds_rate,0.12,False,False
3801,2015-01-27,D,effective_federal_funds_rate,0.11,False,False
3802,2015-01-28,D,effective_federal_funds_rate,0.12,False,False
3803,2015-01-29,D,effective_federal_funds_rate,0.11,False,False
3804,2015-01-30,D,effective_federal_funds_rate,0.06,False,False
3805,2015-02-02,D,effective_federal_funds_rate,0.12,False,True
3806,2015-02-03,D,effective_federal_funds_rate,0.12,False,False
3807,2015-02-04,D,effective_federal_funds_rate,0.11,False,False
3808,2015-02-05,D,effective_federal_funds_rate,0.12,False,False
3809,2015-02-06,D,effective_federal_funds_rate,0.11,False,False
3810,2015-02-09,D,effective_federal_funds_rate,0.12,False,False
3811,2015-02-10,D,effective_federal_funds_rate,0.12,False,False
3812,2015-02-11,D,effective_federal_funds_rate,0.12,False,False
3813,2015-02-12,D,effective_federal_funds_rate,0.12,False,False
3814,2015-02-13,D,effective_federal_funds_rate,0.12,False,False
3815,2015-02-16,D,effective_federal_funds_rate,,True,True
3816,2015-02-17,D,effective_federal_funds_rate,0.12,False,False
3817,2015-02-18,D,effective_federal_funds_rate,0.12,False,False
3818,2015-02-19,D,effective_federal_funds_rate,0.12,False,False
3819,2015-02-20,D,effective_federal_funds_rate,0.12,False,False
3820,2015-02-23,D,effective_federal_funds_rate,0.11,False,False
3821,2015-02-24,D,effective_federal_funds_rate,0.11,False,False
3822,2015-02-25,D,effective_federal_funds_rate,0.11,False,False
3823,2015-02-26,D,effective_federal_funds_rate,0.11,False,False
3824,2015-02-27,D,effective_federal_funds_rate,0.06,False,False
3825,2015-03-02,D,effective_federal_funds_rate,0.12,False,True
3826,2015-03-03,D,effective_federal_funds_rate,0.12,False,False
3827,2015-03-04,D,effective_federal_funds_rate,0.11,False,False
3828,2015-03-05,D,effective_federal_funds_rate,0.11,False,False
3829,2015-03-06,D,effective_federal_funds_rate,0.12,False,False
3830,2015-03-09,D,effective_federal_funds_rate,0.12,False,False
3831,2015-03-10,D,effective_federal_funds_rate,0.12,False,False
3832,2015-03-11,D,effective_federal_funds_rate,0.11,False,False
3833,2015-03-12,D,effective_federal_funds_rate,0.11,False,False
3834,2015-03-13,D,effective_federal_funds_rate,0.11,False,False
3835,2015-03-16,D,effective_federal_funds_rate,0.12,False,False
3836,2015-03-17,D,effective_federal_funds_rate,0.12,False,False
3837,2015-03-18,D,effective_federal_funds_rate,0.11,False,False
3838,2015-03-19,D,effective_federal_funds_rate,0.12,False,False
3839,2015-03-20,D,effective_federal_funds_rate,0.12,False,False
3840,2015-03-23,D,effective_federal_funds_rate,0.12,False,False
3841,2015-03-24,D,effective_federal_funds_rate,0.11,False,False
3842,2015-03-25,D,effective_federal_funds_rate,0.12,False,False
3843,2015-03-26,D,effective_federal_funds_rate,0.11,False,False
3844,2015-03-27,D,effective_federal_funds_rate,0.12,False,False
3845,2015-03-30,D,effective_federal_funds_rate,0.12,False,False
3846,2015-03-31,D,effective_federal_funds_rate,0.06,False,False
3847,2015-04-01,D,effective_federal_funds_rate,0.12,False,True
3848,2015-04-02,D,effective_federal_funds_rate,0.12,False,False
3849,2015-04-03,D,effective_federal_funds_rate,0.12,False,False
3850,2015-04-06,D,effective_federal_funds_rate,0.13,False,False
3851,2015-04-07,D,effective_federal_funds_rate,0.12,False,False
3852,2015-04-08,D,effective_federal_funds_rate,0.12,False,False
3853,2015-04-09,D,effective_federal_funds_rate,0.12,False,False
3854,2015-04-10,D,effective_federal_funds_rate,0.12,False,False
3855,2015-04-13,D,effective_federal_funds_rate,0.13,False,False
3856,2015-04-14,D,effective_federal_funds_rate,0.13,False,False
3857,2015-04-15,D,effective_federal_funds_rate,0.13,False,False
3858,2015-04-16,D,effective_federal_funds_rate,0.13,False,False
3859,2015-04-17,D,effective_federal_funds_rate,0.13,False,False
3860,2015-04-20,D,effective_federal_funds_rate,0.13,False,False
3861,2015-04-21,D,effective_federal_funds_rate,0.13,False,False
3862,2015-04-22,D,effective_federal_funds_rate,0.13,False,False
3863,2015-04-23,D,effective_federal_funds_rate,0.13,False,False
3864,2015-04-24,D,effective_federal_funds_rate,0.13,False,False
3865,2015-04-27,D,effective_federal_funds_rate,0.13,False,False
3866,2015-04-28,D,effective_federal_funds_rate,0.13,False,False
3867,2015-04-29,D,effective_federal_funds_rate,0.13,False,False
3868,2015-04-30,D,effective_federal_funds_rate,0.08,False,False
3869,2015-05-01,D,effective_federal_funds_rate,0.13,False,True
3870,2015-05-04,D,effective_federal_funds_rate,0.13,False,False
3871,2015-05-05,D,effective_federal_funds_rate,0.13,False,False
3872,2015-05-06,D,effective_federal_funds_rate,0.13,False,False
3873,2015-05-07,D,effective_federal_funds_rate,0.13,False,False
3874,2015-05-08,D,effective_federal_funds_rate,0.13,False,False
3875,2015-05-11,D,effective_federal_funds_rate,0.13,False,False
3876,2015-05-12,D,effective_federal_funds_rate,0.13,False,False
3877,2015-05-13,D,effective_federal_funds_rate,0.13,False,False
3878,2015-05-14,D,effective_federal_funds_rate,0.13,False,False
3879,2015-05-15,D,effective_federal_funds_rate,0.13,False,False
3880,2015-05-18,D,effective_federal_funds_rate,0.13,False,False
3881,2015-05-19,D,effective_federal_funds_rate,0.12,False,False
3882,2015-05-20,D,effective_federal_funds_rate,0.12,False,False
3883,2015-05-21,D,effective_federal_funds_rate,0.12,False,False
3884,2015-05-22,D,effective_federal_funds_rate,0.13,False,False
3885,2015-05-25,D,effective_federal_funds_rate,,True,True
3886,2015-05-26,D,effective_federal_funds_rate,0.12,False,False
3887,2015-05-27,D,effective_federal_funds_rate,0.12,False,False
3888,2015-05-28,D,effective_federal_funds_rate,0.12,False,False
3889,2015-05-29,D,effective_federal_funds_rate,0.08,False,False
3890,2015-06-01,D,effective_federal_funds_rate,0.12,False,False
3891,2015-06-02,D,effective_federal_funds_rate,0.12,False,False
3892,2015-06-03,D,effective_federal_funds_rate,0.13,False,False
3893,2015-06-04,D,effective_federal_funds_rate,0.13,False,False
3894,2015-06-05,D,effective_federal_funds_rate,0.13,False,False
3895,2015-06-08,D,effective_federal_funds_rate,0.13,False,False
3896,2015-06-09,D,effective_federal_funds_rate,0.13,False,False
3897,2015-06-10,D,effective_federal_funds_rate,0.13,False,False
3898,2015-06-11,D,effective_federal_funds_rate,0.13,False,False
3899,2015-06-12,D,effective_federal_funds_rate,0.13,False,False
3900,2015-06-15,D,effective_federal_funds_rate,0.13,False,False
3901,2015-06-16,D,effective_federal_funds_rate,0.14,False,False
3902,2015-06-17,D,effective_federal_funds_rate,0.14,False,False
